Restaurant ID,Restaurant Name,Country,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Average Cost for two usd
16737455,Portillo's Hot Dogs,United States of America,Chicago,100 West. Ontario 60610,River North,"River North, Chicago",-87.6314147,41.8934295,American,30.0,Dollar($),1,0,0,normal,4.9,darkgreen,Excellent,1025,30.0
16737523,Quartino Ristorante,United States of America,Chicago,626 North. State Street 60654,River North,"River North, Chicago",-87.6282,41.89328,Italian,50.0,Dollar($),1,0,0,expensive,4.6,darkgreen,Excellent,530,50.0
16738062,Shaw's Crab House,United States of America,Chicago,"21 East Hubbard Street, Streeterville 60611",River North,"River North, Chicago",-87.62717,41.88998,Seafood,110.0,Dollar($),1,0,0,gourmet,4.6,darkgreen,Excellent,390,110.0
16752484,Xoco,United States of America,Chicago,"449 N Clark Street, Chicago 60654",River North,"River North, Chicago",-87.6310722222,41.8907916667,Mexican,35.0,Dollar($),1,0,0,normal,4.9,darkgreen,Excellent,739,35.0
16756059,Tanta,United States of America,Chicago,118 West Grand Avenue 60654,River North,"River North, Chicago",-87.6320111111,41.8917,Peruvian,80.0,Dollar($),1,0,0,gourmet,3.9,lightgreen,Good,43,80.0
16755004,Bavette's Bar & Boeuf,United States of America,Chicago,218 West Kinzie Street 60654,River North,"River North, Chicago",-87.63439,41.88925,Seafood,85.0,Dollar($),1,0,0,gourmet,4.1,green,Very Good,84,85.0
16734853,Harry Caray's Italian Steakhouse & Bar,United States of America,Chicago,33 W Kinzie Street 60654,River North,"River North, Chicago",-87.6291111111,41.8893361111,Italian,100.0,Dollar($),1,0,0,gourmet,4.2,green,Very Good,388,100.0
16737360,Pizzeria Uno,United States of America,Chicago,29 E Ohio Street 60611,River North,"River North, Chicago",-87.6267472222,41.8925277778,Pizza,50.0,Dollar($),1,0,0,expensive,4.2,green,Very Good,354,50.0
16754136,Roka Akor - Chicago,United States of America,Chicago,456 North Clark Street 60654,River North,"River North, Chicago",-87.631093,41.89058,Japanese,100.0,Dollar($),1,0,0,gourmet,4.0,green,Very Good,65,100.0
16739866,Sunda,United States of America,Chicago,110 West Illinois Street 60654,River North,"River North, Chicago",-87.631775,41.8905527778,Asian,80.0,Dollar($),1,0,0,gourmet,4.4,green,Very Good,271,80.0
16739097,Topolobampo,United States of America,Chicago,445 North Clark Street 60654,River North,"River North, Chicago",-87.6311944444,41.8904083333,New Mexican,180.0,Dollar($),1,0,0,gourmet,4.3,green,Very Good,435,180.0
16739370,Weber Grill Restaurant,United States of America,Chicago,539 North State Street 60654,River North,"River North, Chicago",-87.6280222222,41.8917805556,Steak,100.0,Dollar($),1,0,0,gourmet,4.3,green,Very Good,362,100.0
18076874,Wildberry Pancakes & Cafe,United States of America,Chicago,1383 N Meacham Road 60173,Schaumburg,"Schaumburg, Chicago",-88.044525,42.056061,American,40.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,131,40.0
16751801,Lou Malnatis Pizzeria,United States of America,Chicago,"805 South State Street, South Loop 60605",South Loop,"South Loop, Chicago",-87.62736,41.87159,Pizza,40.0,Dollar($),1,0,0,normal,4.7,darkgreen,Excellent,428,40.0
16734152,Eleven City Diner,United States of America,Chicago,1112 S Wabash Avenue 60605,South Loop,"South Loop, Chicago",-87.6259083333,41.8685583333,American,35.0,Dollar($),1,0,0,normal,4.3,green,Very Good,274,35.0
16739342,Volare Ristorante Italiano,United States of America,Chicago,"201 East Grand Avenue, Streeterville 60611",Streeterville,"Streeterville, Chicago",-87.62259,41.89167,Italian,45.0,Dollar($),1,0,0,expensive,4.6,darkgreen,Excellent,304,45.0
16736976,Gino's East,United States of America,Chicago,"162 E Superior Street, Chicago 60611",Streeterville,"Streeterville, Chicago",-87.6229166667,41.8956388889,Pizza,40.0,Dollar($),1,0,0,normal,4.2,green,Very Good,444,40.0
16734963,Hopleaf,United States of America,Chicago,"5148 North Clark Street, Andersonville 60640",Uptown,"Uptown, Chicago",-87.66843,41.97551,Belgian,80.0,Dollar($),1,0,0,gourmet,4.7,darkgreen,Excellent,521,80.0
18083405,Oriole,United States of America,Chicago,661 West Walnut Street 60661,West Loop,"West Loop, Chicago",-87.645264,41.886348,Seafood,350.0,Dollar($),1,0,0,gourmet,3.2,orange,Average,7,350.0
16732171,Avec,United States of America,Chicago,"615 W Randolph Street, Chicago 60661",West Loop,"West Loop, Chicago",-87.64335,41.8843777778,Mediterranean,75.0,Dollar($),1,0,0,gourmet,4.5,darkgreen,Excellent,425,75.0
16733011,Carnivale,United States of America,Chicago,"702 W Fulton Market, Chicago 60661",West Loop,"West Loop, Chicago",-87.6459888889,41.8867333333,Cuban,80.0,Dollar($),1,0,0,gourmet,4.5,darkgreen,Excellent,381,80.0
16753200,Girl & The Goat,United States of America,Chicago,809 West Randolph 60607,West Loop,"West Loop, Chicago",-87.64864,41.88429,New American,85.0,Dollar($),1,0,0,gourmet,4.8,darkgreen,Excellent,745,85.0
16754997,Little Goat Diner,United States of America,Chicago,820 West. Randolph Street 60607,West Loop,"West Loop, Chicago",-87.64786,41.88448,New American,40.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,303,40.0
16739911,The Publican,United States of America,Chicago,"837 W Fulton Market, Chicago 60607",West Loop,"West Loop, Chicago",-87.6489333333,41.8866833333,American,60.0,Dollar($),1,0,0,expensive,4.6,darkgreen,Excellent,556,60.0
16732481,Blackbird,United States of America,Chicago,"619 W Randolph Street, Chicago 60661",West Loop,"West Loop, Chicago",-87.6435777778,41.8844722222,American,130.0,Dollar($),1,0,0,gourmet,4.4,green,Very Good,398,130.0
16739957,Bob Chinn's Crab House,United States of America,Chicago,393 South Milwaukee Avenue 60090,Wheeling,"Wheeling, Chicago",-87.90249,42.13361,Seafood,100.0,Dollar($),1,0,0,gourmet,4.7,darkgreen,Excellent,431,100.0
16752698,Big Star,United States of America,Chicago,"1531 N Damen Avenue, Chicago 60622",Wicker Park,"Wicker Park, Chicago",-87.6772527778,41.9092416667,Mexican,50.0,Dollar($),1,0,0,expensive,4.7,darkgreen,Excellent,406,50.0
16734970,Hot Chocolate,United States of America,Chicago,1747 North Damen 60647,Wicker Park,"Wicker Park, Chicago",-87.67743,41.9131,American,70.0,Dollar($),1,0,0,expensive,4.7,darkgreen,Excellent,418,70.0
16737263,Piece,United States of America,Chicago,1927 W North Avenue 60622,Wicker Park,"Wicker Park, Chicago",-87.676127,41.910366,Pizza,35.0,Dollar($),1,0,0,normal,4.8,darkgreen,Excellent,492,35.0
16732543,The Bongo Room,United States of America,Chicago,1470 N Milwaukee Avenue 60622,Wicker Park,"Wicker Park, Chicago",-87.6746527778,41.9085694444,American,45.0,Dollar($),1,0,0,expensive,4.5,darkgreen,Excellent,300,45.0
16942725,Grand Lux Cafe,United States of America,Dallas,"13420, Galleria Dallas, Level One , Dallas Pkwy Dallas 75240",Alpha Road,"Alpha Road, Dallas",-96.8194277778,32.9307527778,American,80.0,Dollar($),1,0,0,expensive,4.2,green,Very Good,153,80.0
16942912,Hattie's,United States of America,Dallas,"418 N Bishop Avenue, Dallas 75208",Bishop Arts District,Bishop Arts District,-96.8283083333,32.7488527778,Southern,70.0,Dollar($),1,0,0,expensive,4.6,darkgreen,Excellent,396,70.0
16953356,Lockhart Smokehouse,United States of America,Dallas,"400 W Davis Street, Dallas 75208",Bishop Arts District,Bishop Arts District,-96.8286833333,32.7493694444,BBQ,30.0,Dollar($),1,0,0,normal,3.9,lightgreen,Good,171,30.0
16943496,Javier's Gourmet Mexicano,United States of America,Dallas,4912 Cole Avenue 75205,Cole Avenue,"Cole Avenue, Dallas",-96.7864,32.82743,Mexican,100.0,Dollar($),1,0,0,gourmet,4.3,green,Very Good,523,100.0
16939223,Angry Dog,United States of America,Dallas,"2726 Commerce Street, Dallas 75226",Commerce Street,"Commerce Street, Dallas",-96.7835388889,32.7830861111,American,40.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,311,40.0
16942439,The French Room,United States of America,Dallas,1321 Commerce Street 75202,Commerce Street,"Commerce Street, Dallas",-96.799769,32.780092,American,275.0,Dollar($),1,0,0,gourmet,3.9,lightgreen,Good,133,275.0
16943173,III Forks,United States of America,Dallas,17776 Dallas Parkway 75287,"Dallas Parkway, Far North Dallas","Dallas Parkway, Far North Dallas, Dallas",-96.82612,32.98952,Steak,150.0,Dollar($),1,0,0,gourmet,4.1,green,Very Good,270,150.0
16948846,Uncle Julio's,United States of America,Dallas,"16150 Dallas Pkwy, Dallas 75248","Dallas Parkway, Far North Dallas","Dallas Parkway, Far North Dallas, Dallas",-96.8204667,32.9698458,Tex-Mex,50.0,Dollar($),1,0,0,normal,4.0,green,Very Good,186,50.0
16941399,Dakota's,United States of America,Dallas,600 North Akard Street 75201,Downtown,Downtown,-96.79835,32.77637,Steak,120.0,Dollar($),1,0,0,gourmet,3.9,lightgreen,Good,116,120.0
16955557,Ellen's Southern Kitchen,United States of America,Dallas,1790 North Record Street 75202,Downtown,Downtown,-96.80384,32.78081,American,45.0,Dollar($),1,0,0,normal,4.1,green,Very Good,144,45.0
16948128,Sweet Georgia Brown,United States of America,Dallas,"2840 E Ledbetter Drive, Dallas 75216",East Ledbetter Drive,"East Ledbetter Drive, Dallas",-96.7730555556,32.693925,BBQ,40.0,Dollar($),1,0,0,normal,4.9,darkgreen,Excellent,243,40.0
16940385,Campisi's Egyptian Lounge,United States of America,Dallas,"5610 East Mockingbird Lane, Dallas 75206",East Mockingbird Lane,"East Mockingbird Lane, Dallas",-96.771679,32.836281,Italian,50.0,Dollar($),1,0,0,normal,4.4,green,Very Good,461,50.0
16945931,Pepe's & Mito's Mexican Cafe,United States of America,Dallas,"2911 Elm Street, Dallas 75226",Elm Street,"Elm Street, Dallas",-96.7820194444,32.7850916667,Tex-Mex,40.0,Dollar($),1,0,0,normal,4.7,darkgreen,Excellent,226,40.0
16940382,Campisi's,United States of America,Dallas,"1520 Elm Street, Dallas 75201",Elm Street,"Elm Street, Dallas",-96.798683,32.781284,Italian,55.0,Dollar($),1,0,0,normal,3.9,lightgreen,Good,194,55.0
16939395,Avila's Restaurant,United States of America,Dallas,"4714 Maple Avenue, Dallas 75219",Fairmount Street,"Fairmount Street, Dallas",-96.825488,32.815393,Tex-Mex,75.0,Dollar($),1,0,0,expensive,4.3,green,Very Good,195,75.0
16952666,The Common Table,United States of America,Dallas,"2917 Fairmount Street, Dallas 75201",Fairmount Street,"Fairmount Street, Dallas",-96.806,32.7983361111,American,70.0,Dollar($),1,0,0,expensive,4.1,green,Very Good,161,70.0
16952745,Torchy's Tacos,United States of America,Dallas,5921 Forest Lane. #200 75230,Forest Lane,"Forest Lane, Dallas",-96.8058555423,32.9099809929,Taco,35.0,Dollar($),1,0,0,normal,4.4,green,Very Good,204,35.0
16949537,Smoke Dallas,United States of America,Dallas,901 Fort Worth Avenue 75208,Fort Worth Avenue,"Fort Worth Avenue, Dallas",-96.83645,32.76955,American,90.0,Dollar($),1,0,0,expensive,4.0,green,Very Good,272,90.0
16946839,Royal Thai,United States of America,Dallas,"5500 Greenville Avenue, Unit 608, Dallas 75206",Greenville Avenue,"Greenville Avenue, Dallas",-96.7682583333,32.8533444444,Thai,45.0,Dollar($),1,0,0,normal,4.3,green,Very Good,203,45.0
16942776,The Grape,United States of America,Dallas,"2808 Greenville Avenue, Dallas 75206",Greenville Avenue,"Greenville Avenue, Dallas",-96.7700944444,32.8233916667,New American,100.0,Dollar($),1,0,0,gourmet,4.1,green,Very Good,219,100.0
16947321,The Original Snuffer's Restaurant & Bar,United States of America,Dallas,"3526 Greenville Avenue, Dallas 75206",Greenville Avenue,"Greenville Avenue, Dallas",-96.7699055556,32.8310388889,American,45.0,Dollar($),1,0,0,normal,4.2,green,Very Good,190,45.0
16943740,Kalachandji's Restaurant & Palace,United States of America,Dallas,"5430 Gurley Avenue, Dallas 75223",Gurley Avenue,"Gurley Avenue, Dallas",-96.7500527778,32.7940666667,Indian,25.0,Dollar($),1,0,0,cheap,4.0,green,Very Good,189,25.0
16956057,The Rustic,United States of America,Dallas,"3656 Howell St, Dallas 75204",Howell Street,"Howell Street, Dallas",-96.7942828,32.8049778,American,65.0,Dollar($),1,0,0,normal,3.7,lightgreen,Good,74,65.0
16949631,Spiral Diner & Bakery,United States of America,Dallas,"1101 N Beckley Avenue, Dallas 75203",Kessler,Kessler,-96.8231972222,32.7565166667,Diner,40.0,Dollar($),1,0,0,normal,4.2,green,Very Good,146,40.0
16948484,Taverna,United States of America,Dallas,"3312 Knox Street, Dallas 75205",Knox Street,"Knox Street, Dallas",-96.7907416667,32.8239833333,Italian,65.0,Dollar($),1,0,0,normal,4.4,green,Very Good,332,65.0
16940326,Toulouse Cafe and Bar,United States of America,Dallas,"3314 Knox Street, Dallas, Oak Lawn, Dallas 75205",Knox Street,"Knox Street, Dallas",-96.7909777778,32.8239277778,French,115.0,Dollar($),1,0,0,gourmet,4.3,green,Very Good,246,115.0
16949233,Wild About Harry's,United States of America,Dallas,"3113 Knox Street, Dallas 75205",Knox Street,"Knox Street, Dallas",-96.7880694444,32.8229166667,American,30.0,Dollar($),1,0,0,normal,4.3,green,Very Good,202,30.0
16943046,Hook Line & Sinker,United States of America,Dallas,"3103 Lemmon Avenue, Dallas 75204",Lemmon Avenue,"Lemmon Avenue, Dallas",-96.798675,32.8059055556,Fast Food,40.0,Dollar($),1,0,0,normal,4.6,darkgreen,Excellent,277,40.0
16945015,Mia's Tex-Mex Restaurant,United States of America,Dallas,"4322 Lemmon Avenue, Dallas 75219",Lemmon Avenue,"Lemmon Avenue, Dallas",-96.8117222222,32.8175888889,Tex-Mex,50.0,Dollar($),1,0,0,normal,4.4,green,Very Good,278,50.0
16948847,Uncle Julio's,United States of America,Dallas,"4125 Lemmon Avenue, Dallas 75219",Lemmon Avenue,"Lemmon Avenue, Dallas",-96.8102861111,32.8154916667,Tex-Mex,65.0,Dollar($),1,0,0,normal,4.0,green,Very Good,187,65.0
16945825,Pappas Bros. Steakhouse,United States of America,Dallas,10477 Lombardy Lane 75220,"Lombardy Lane, Northwest Dallas","Lombardy Lane, Northwest Dallas, Dallas",-96.89771,32.86708,Steak,150.0,Dollar($),1,0,0,gourmet,4.2,green,Very Good,198,150.0
16947027,Scalini's Pizza & Pasta,United States of America,Dallas,"2021 Abrams Road, Dallas 75214",Lower Greenville,Lower Greenville,-96.7530583333,32.8146361111,Italian,45.0,Dollar($),1,0,0,normal,4.3,green,Very Good,159,45.0
16955157,Hopdoddy,United States of America,Dallas,"6030 Luther Lane, Unit 100, Dallas 75225","Luther Lane, Park Cities","Luther Lane, Park Cities, Dallas",-96.806725,32.8635638889,Burger,55.0,Dollar($),1,0,0,normal,4.3,green,Very Good,212,55.0
16943216,Iron Cactus,United States of America,Dallas,"1520 Main Street, Dallas 75201",Main Street,"Main Street, Dallas",-96.798631,32.780521,Mexican,50.0,Dollar($),1,0,0,normal,3.8,lightgreen,Good,212,50.0
16939153,Allgood Cafe,United States of America,Dallas,"2934 Main Street, Dallas 75226",Main Street,"Main Street, Dallas",-96.7807305556,32.7844416667,American,30.0,Dollar($),1,0,0,normal,4.1,green,Very Good,184,30.0
16957564,Pecan Lodge,United States of America,Dallas,"2702 Main Street, Dallas 75226",Main Street,"Main Street, Dallas",-96.7838277778,32.7838166667,BBQ,45.0,Dollar($),1,0,0,normal,4.4,green,Very Good,327,45.0
16951851,Maple & Motor,United States of America,Dallas,"4810 Maple Avenue, Dallas 75219",Maple Avenue,"Maple Avenue, Dallas",-96.8270549,32.8151944,Burger,35.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,367,35.0
16941076,Coal Vines,United States of America,Dallas,"2404 Cedar Springs Road, Dallas 75201",Maple Avenue,"Maple Avenue, Dallas",-96.805,32.7962027778,American,60.0,Dollar($),1,0,0,normal,4.1,green,Very Good,196,60.0
16945341,Nick & Sam's Steakhouse,United States of America,Dallas,"3008 Maple Avenue, Dallas 75201",Maple Avenue,"Maple Avenue, Dallas",-96.8077388889,32.7985833333,Steak,175.0,Dollar($),1,0,0,gourmet,4.2,green,Very Good,257,175.0
16939993,Bread Winners Cafe & Bakery,United States of America,Dallas,"3301 McKinney Avenue, Uptown 75204",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.79947,32.80431,American,60.0,Dollar($),1,0,0,normal,4.6,darkgreen,Excellent,664,60.0
16949522,Fearing's Restaurant,United States of America,Dallas,2121 McKinney Avenue 75201,Mckinney Avenue,"Mckinney Avenue, Dallas",-96.8038107455,32.7922817628,New American,120.0,Dollar($),1,0,0,gourmet,3.9,lightgreen,Good,188,120.0
16944994,Mi Cocina,United States of America,Dallas,"3699 McKinney Avenue, Dallas 75204",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.7980888889,32.8077083333,Tex-Mex,55.0,Dollar($),1,0,0,normal,3.9,lightgreen,Good,165,55.0
16939069,Abacus,United States of America,Dallas,"4511 McKinney Avenue, Knox Henderson 75205",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.78826,32.8215,New American,150.0,Dollar($),1,0,0,gourmet,4.0,green,Very Good,257,150.0
16940969,Chuy's,United States of America,Dallas,4544 McKinney Avenue 75205,Mckinney Avenue,"Mckinney Avenue, Dallas",-96.78808,32.82145,Tex-Mex,50.0,Dollar($),1,0,0,normal,4.3,green,Very Good,532,50.0
16943947,La Duni Latin Café,United States of America,Dallas,"4620 McKinney Avenue, Dallas 75205",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.7869805556,32.8232638889,Latin American,65.0,Dollar($),1,0,0,normal,4.4,green,Very Good,345,65.0
16953366,Malai Kitchen,United States of America,Dallas,"3699 McKinney Avenue,Unit 319, Dallas 75204",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.7967833333,32.8087194444,Thai,50.0,Dollar($),1,0,0,normal,4.0,green,Very Good,121,50.0
16948930,Village Burger Bar,United States of America,Dallas,"3699 McKinney Avenue, Unit 325, Dallas 75204",Mckinney Avenue,"Mckinney Avenue, Dallas",-96.79715,32.8090638889,Burger,30.0,Dollar($),1,0,0,normal,4.4,green,Very Good,208,30.0
16946327,The Porch,United States of America,Dallas,"2912 N Henderson Avenue,Dallas 75206",Miller Avenue,"Miller Avenue, Dallas",-96.7847444,32.8206919,American,90.0,Dollar($),1,0,0,expensive,4.7,darkgreen,Excellent,406,90.0
16949791,Eno's Pizza Tavern,United States of America,Dallas,"407 North Bishop Avenue, Dallas 75208",North Bishop Avenue,"North Bishop Avenue, Dallas",-96.8283611111,32.7485083333,Pizza,50.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,285,50.0
16939354,Asian Mint,United States of America,Dallas,"11617 North Central Expy, Preston Hollow 75243",North Dallas,North Dallas,-96.76947,32.90554,Asian,50.0,Dollar($),1,0,0,normal,4.2,green,Very Good,297,50.0
16949594,Jimmy's Food Store,United States of America,Dallas,"4901 Bryan Street, Dallas 75206",North Fitzhugh Avenue,"North Fitzhugh Avenue, Dallas",-96.773666,32.80413,Italian,35.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,209,35.0
16950969,Louie's,United States of America,Dallas,"1839 N Henderson Avenue, Dallas 75206",North Henderson Avenue,"North Henderson Avenue, Dallas",-96.7744625,32.8111392,Italian,75.0,Dollar($),1,0,0,expensive,4.5,darkgreen,Excellent,195,75.0
16953915,Velvet Taco,United States of America,Dallas,"3012 N Henderson Avenue, Dallas 75206",North Henderson Avenue,"North Henderson Avenue, Dallas",-96.7857972222,32.8216888889,Taco,25.0,Dollar($),1,0,0,cheap,4.6,darkgreen,Excellent,241,25.0
16942333,Fireside Pies,United States of America,Dallas,"2820 N Henderson Avenue, Dallas 75206",North Henderson Avenue,"North Henderson Avenue, Dallas",-96.7839447,32.8197476,Pizza,40.0,Dollar($),1,0,0,normal,4.3,green,Very Good,228,40.0
16956290,Gas Monkey Bar N' Grill,United States of America,Dallas,"10261 Technology Boulevard, Dallas 75220",Northwest Dallas,Northwest Dallas,-96.8961111111,32.8609611111,American,75.0,Dollar($),1,0,0,expensive,3.7,lightgreen,Good,75,75.0
16943769,Keller's Drive-In,United States of America,Dallas,"6537 E Northwest Highway, Dallas 75231",Northwest Highway,"Northwest Highway, Dallas",-96.747475,32.8566638889,Burger,25.0,Dollar($),1,0,0,cheap,4.4,green,Very Good,152,25.0
16941974,Eatzi's,United States of America,Dallas,"3403 Oak Lawn Avenue, Dallas 75219",Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.8066027778,32.8114694444,Cafe,35.0,Dollar($),1,0,0,normal,4.8,darkgreen,Excellent,522,35.0
16939119,Al Biernat's,United States of America,Dallas,"4217 Oak Lawn Avenue, Dallas 75219",Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.8027277778,32.8203194444,Seafood,175.0,Dollar($),1,0,0,gourmet,4.3,green,Very Good,250,175.0
16941195,Cosmic Cafe,United States of America,Dallas,"2912 Oak Lawn Avenue, Dallas 75219",Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.8097388889,32.807725,Indian,35.0,Dollar($),1,0,0,normal,4.4,green,Very Good,333,35.0
16944437,Luckys Cafe,United States of America,Dallas,3531 Oak Lawn Avenue 75219,Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.80539,32.81215,American,35.0,Dollar($),1,0,0,normal,4.1,green,Very Good,177,35.0
16952555,Meddlesome Moth,United States of America,Dallas,"1621 Oak Lawn Avenue, Dallas 75207",Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.8201925,32.7969724,New American,65.0,Dollar($),1,0,0,normal,4.2,green,Very Good,310,65.0
16945822,Pappadeaux Seafood Kitchen,United States of America,Dallas,3520 Oak Lawn Avenue. 75219,Oak Lawn Avenue,"Oak Lawn Avenue, Dallas",-96.804552,32.812038,Seafood,60.0,Dollar($),1,0,0,normal,4.4,green,Very Good,696,60.0
16943076,Hillstone,United States of America,Dallas,8300 Preston Road Dallas 75225,Preston Road,"Preston Road, Dallas",-96.8037332,32.8639981,American,150.0,Dollar($),1,0,0,gourmet,4.5,darkgreen,Excellent,357,150.0
16949610,R + D Kitchen,United States of America,Dallas,"8300 Preston Center Plaza, Dallas 75225",Preston Road,"Preston Road, Dallas",-96.8038075,32.8636354,American,150.0,Dollar($),1,0,0,gourmet,4.5,darkgreen,Excellent,193,150.0
16951243,Five Sixty,United States of America,Dallas,300 Reunion Boulevard. 75207,"Reunion Boulevard East, Downtown","Reunion Boulevard East, Downtown, Dallas",-96.80841,32.77441,Asian,175.0,Dollar($),1,0,0,gourmet,3.7,lightgreen,Good,180,175.0
16949433,Y O Ranch Steakhouse,United States of America,Dallas,"702 Ross Avenue, West End 75202",Ross Avenue,"Ross Avenue, Dallas",-96.80669,32.78143,American,75.0,Dollar($),1,0,0,expensive,3.9,lightgreen,Good,113,75.0
16941916,The Dream Cafe – Uptown,United States of America,Dallas,"2800 Routh Street., #170 75201",Routh Street,"Routh Street, Dallas",-96.80365,32.7981,American,50.0,Dollar($),1,0,0,normal,4.1,green,Very Good,225,50.0
16946817,Royal China Restaurant,United States of America,Dallas,"Preston Royal, 6025 Royal Lane, #201 75230",Royal Lane,"Royal Lane, Dallas",-96.80545,32.89499,Asian,50.0,Dollar($),1,0,0,normal,4.1,green,Very Good,178,50.0
16944700,Matt's Rancho Martinez,United States of America,Dallas,"1904 Skillman Street, Dallas 75206",Skillman Street,"Skillman Street, Dallas",-96.7617416667,32.8129388889,Mexican,45.0,Dollar($),1,0,0,normal,4.2,green,Very Good,236,45.0
16943891,Kuby's Sausage House,United States of America,Dallas,"6601 Snider Plaza, Dallas 75205","Snider Plaza, Park Cities","Snider Plaza, Park Cities, Dallas",-96.7882659,32.846854,German,35.0,Dollar($),1,0,0,normal,4.8,darkgreen,Excellent,338,35.0
16952379,Cane Rosso,United States of America,Dallas,"2612 Commerce Street, Suite 101, Dallas 75226",South Good Latimer Expressway,"South Good Latimer Expressway, Dallas",-96.7856611111,32.78255,Pizza,40.0,Dollar($),1,0,0,normal,4.1,green,Very Good,231,40.0
16950965,Fuel City Tacos (Super Tacaso),United States of America,Dallas,"801 S Riverfront Boulevard, Dallas 75207",South Riverfront Boulevard,"South Riverfront Boulevard, Dallas",-96.8072055556,32.7671972222,Mexican,15.0,Dollar($),1,0,0,cheap,4.4,green,Very Good,193,15.0
16948801,"Truluck's Seafood, Steak and Crab House",United States of America,Dallas,2401 McKinney Avenue 75201,Uptown,Uptown,-96.80221,32.7951,Seafood,120.0,Dollar($),1,0,0,gourmet,3.9,lightgreen,Good,154,120.0
16947620,Sprinkles Cupcakes,United States of America,Dallas,"4020 Villanova Drive , Dallas 75225",Villanova Street,"Villanova Street, Dallas",-96.8032851,32.8645869,Desserts,10.0,Dollar($),1,0,0,cheap,4.2,green,Very Good,239,10.0
16953240,Oddfellows,United States of America,Dallas,"316 W 7th Street, Dallas 75208",West 7th Street,"West 7th Street, Dallas",-96.8274,32.7488888889,American,50.0,Dollar($),1,0,0,normal,4.3,green,Very Good,184,50.0
16948642,Tillman's Roadhouse,United States of America,Dallas,"324 West 7th Street, Dallas 75208",West 7th Street,"West 7th Street, Dallas",-96.8276972222,32.7489444444,Southern,60.0,Dollar($),1,0,0,normal,4.1,green,Very Good,213,60.0
16950888,Bolsa,United States of America,Dallas,"614 W Davis Street, Dallas 75208",West Davis Street,"West Davis Street, Dallas",-96.8317555556,32.7495222222,New American,70.0,Dollar($),1,0,0,expensive,4.3,green,Very Good,381,70.0
16949618,Rise No. 1,United States of America,Dallas,"5360 West Lovers Lane, Dallas 75209",West Lovers Lane,"West Lovers Lane, Dallas",-96.8199222222,32.850075,American,50.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,245,50.0
16940543,Celebration,United States of America,Dallas,4503 West Lovers Lane 75209,West Lovers Lane,"West Lovers Lane, Dallas",-96.83265,32.85136,American,50.0,Dollar($),1,0,0,normal,4.3,green,Very Good,190,50.0
16939872,Bone Daddy's House Of Smoke,United States of America,Dallas,"8856 Spring Valley Road, Dallas 75240","West Spring Valley Road, Far North Dallas","West Spring Valley Road, Far North Dallas, Dallas",-96.7487944444,32.9397611111,BBQ,50.0,Dollar($),1,0,0,normal,4.1,green,Very Good,238,50.0
16973578,"Tocabe, An American Indian Eatery",United States of America,Denver,3536 West 44th Avenue 80211,Berkeley,"Berkeley, Denver",-105.03387,39.77664,American,25.0,Dollar($),1,0,0,normal,4.9,darkgreen,Excellent,202,25.0
16968020,City O' City,United States of America,Denver,"206 East 13th Avenue, Capitol Hill, Denver 80203",Capitol Hill,"Capitol Hill, Denver",-104.984725,39.7367083333,American,25.0,Dollar($),1,0,0,normal,4.5,darkgreen,Excellent,229,25.0
16971095,Potager,United States of America,Denver,"1109 Ogden Street, Denver 80218",Capitol Hill,"Capitol Hill, Denver",-104.9753722222,39.73405,American,70.0,Dollar($),1,0,0,gourmet,4.5,darkgreen,Excellent,193,70.0
16967185,Benny's Restaurant and Tequila Bar,United States of America,Denver,301 East 7th Avenue 80203,Capitol Hill,"Capitol Hill, Denver",-104.98271,39.72748,Mexican,20.0,Dollar($),1,0,0,normal,4.0,green,Very Good,217,20.0
16973705,Bones,United States of America,Denver,701 Grant Street 80203,Capitol Hill,"Capitol Hill, Denver",-104.9838028,39.7273903,Asian,25.0,Dollar($),1,0,0,normal,4.2,green,Very Good,162,25.0
16974574,Jelly Cafe,United States of America,Denver,600 East 13th Avenue 80203,Capitol Hill,"Capitol Hill, Denver",-104.97971,39.73678,American,10.0,Dollar($),1,0,0,cheap,4.3,green,Very Good,189,10.0
